,fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
210,gp,011043,国泰价值先锋股票C,2021-06-25,1.0774,1.0774,1.41,3.93,6.87,8.29,,,,,,7.74,0.00%,http://fund.eastmoney.com/011043.html
2042,hh,000966,中邮核心科技创新灵活配置混合,2021-06-25,1.682,1.682,1.63,4.15,6.86,19.89,5.65,31.2,87.72,87.1,3.13,68.2,0.15%,http://fund.eastmoney.com/000966.html
1899,hh,620002,金元顺安成长动力混合,2021-06-25,1.246,1.719,1.8,4.44,6.86,20.12,7.51,27.42,63.05,59.31,5.72,84.21,0.15%,http://fund.eastmoney.com/620002.html
1705,hh,002601,中银证券价值精选混合,2021-06-25,1.3501,1.3501,3.08,5.21,6.84,12.7,3.43,17.06,29.38,34.1,4.98,35.01,0.15%,http://fund.eastmoney.com/002601.html
940,gp,000592,建信改革红利股票,2021-06-25,5.33,5.33,1.33,2.58,6.84,19.8,11.25,74.98,185.03,168.92,7.98,433.0,0.15%,http://fund.eastmoney.com/000592.html
3620,hh,010694,万家内需增长一年持有混合,2021-06-25,1.1129,1.1129,0.78,2.31,6.83,11.85,,,,,,11.29,0.15%,http://fund.eastmoney.com/010694.html
1634,hh,007202,天弘优质成长企业,2021-06-25,1.9008,1.9008,0.75,5.85,6.83,14.64,9.51,69.4,,,6.26,90.08,0.15%,http://fund.eastmoney.com/007202.html
1435,gp,001628,招商体育文化休闲股票,2021-06-25,1.676,1.676,0.42,1.09,6.82,14.64,19.46,45.23,102.42,103.15,17.61,67.6,0.15%,http://fund.eastmoney.com/001628.html
1134,gp,006165,建信中证1000指数增强A,2021-06-25,1.9238,2.0248,0.66,2.25,6.82,16.07,16.61,22.23,66.2,,14.5,104.81,0.15%,http://fund.eastmoney.com/006165.html
3325,hh,010702,恒越内需驱动混合C,2021-06-25,1.1915,1.1915,1.1,2.61,6.82,31.67,,,,,,19.15,0.00%,http://fund.eastmoney.com/010702.html
2735,hh,008657,景顺长城科技创新混合,2021-06-25,1.7136,1.7136,1.39,3.21,6.81,21.12,12.29,49.42,,,9.29,71.38,0.15%,http://fund.eastmoney.com/008657.html
2792,hh,006039,国富估值优势混合,2021-06-25,2.7653,2.7653,0.69,3.13,6.8,13.61,19.82,64.28,138.61,,16.76,176.53,0.15%,http://fund.eastmoney.com/006039.html
2470,hh,010697,中融行业先锋6个月持有混合A,2021-06-25,1.0773,1.0773,0.88,3.51,6.79,10.7,,,,,,7.73,0.15%,http://fund.eastmoney.com/010697.html
1144,gp,006166,建信中证1000指数增强C,2021-06-25,1.9034,2.0044,0.65,2.23,6.78,15.95,16.37,21.74,64.93,,14.27,102.72,0.00%,http://fund.eastmoney.com/006166.html
2132,hh,007713,华富科技动能混合,2021-06-25,1.2525,1.3025,1.45,3.97,6.76,17.41,0.87,2.43,,,-1.59,30.34,0.15%,http://fund.eastmoney.com/007713.html
375,gp,010253,兴银中证500指数增强A,2021-06-25,1.0718,1.0718,1.45,3.45,6.76,12.16,,,,,,7.18,0.15%,http://fund.eastmoney.com/010253.html
3204,hh,009327,东兴兴晟混合A,2021-06-25,1.0898,1.0898,0.44,2.73,6.76,11.67,10.84,,,,9.22,8.98,0.15%,http://fund.eastmoney.com/009327.html
3301,hh,007355,汇添富科技创新混合A,2021-06-25,2.3627,2.3627,1.15,2.63,6.74,20.74,17.98,49.09,134.49,,10.85,136.27,0.15%,http://fund.eastmoney.com/007355.html
3700,hh,000823,银华高端制造业混合,2021-06-25,1.664,1.664,0.91,2.21,6.74,19.8,12.81,51.0,114.16,111.44,9.47,66.4,0.15%,http://fund.eastmoney.com/000823.html
2175,hh,006051,鹏扬核心价值灵活配置A,2021-06-25,2.3296,2.3296,1.23,3.88,6.74,29.92,11.85,79.27,132.84,,11.6,132.96,0.15%,http://fund.eastmoney.com/006051.html
230,gp,006251,银华兴盛股票,2021-06-25,2.11,2.11,1.91,3.84,6.74,26.1,8.28,55.11,,,6.37,111.0,0.15%,http://fund.eastmoney.com/006251.html
2113,hh,005352,鹏扬景泰成长混合A,2021-06-25,2.2803,2.2803,1.16,3.99,6.73,30.42,11.2,83.41,132.54,147.43,11.07,128.03,0.12%,http://fund.eastmoney.com/005352.html
2481,hh,010698,中融行业先锋6个月持有混合C,2021-06-25,1.0741,1.0741,0.87,3.49,6.72,10.46,,,,,,7.41,0.00%,http://fund.eastmoney.com/010698.html
2577,hh,001990,中欧数据挖掘混合A,2021-06-25,2.175,2.263,1.35,3.36,6.72,15.41,15.19,39.21,116.29,133.24,12.29,136.3,0.15%,http://fund.eastmoney.com/001990.html
459,gp,002076,浙商中证500指数增强A,2021-06-25,1.6907,1.6907,1.14,3.29,6.71,16.39,20.34,46.92,89.77,83.65,18.4,69.07,0.15%,http://fund.eastmoney.com/002076.html
2176,hh,006052,鹏扬核心价值灵活配置C,2021-06-25,2.3048,2.3048,1.23,3.88,6.71,29.79,11.63,78.57,130.8,,11.39,130.48,0.00%,http://fund.eastmoney.com/006052.html
4240,hh,009855,中加新兴成长混合A,2021-06-25,1.3633,1.3633,1.45,1.6,6.7,29.91,25.81,,,,21.31,36.33,0.12%,http://fund.eastmoney.com/009855.html
3713,hh,011488,申万菱信乐享混合,2021-06-25,1.0858,1.0858,1.09,2.19,6.7,8.58,,,,,,8.58,0.15%,http://fund.eastmoney.com/011488.html
376,gp,011205,兴银中证500指数增强C,2021-06-25,1.0706,1.0706,1.45,3.45,6.69,12.05,,,,,,7.06,0.00%,http://fund.eastmoney.com/011205.html
3234,hh,009328,东兴兴晟混合C,2021-06-25,1.0839,1.0839,0.44,2.71,6.69,11.49,10.5,,,,8.89,8.39,0.00%,http://fund.eastmoney.com/009328.html
2123,hh,005353,鹏扬景泰成长混合C,2021-06-25,2.2478,2.2478,1.16,3.98,6.69,30.3,10.98,82.64,130.66,144.49,10.87,124.78,0.00%,http://fund.eastmoney.com/005353.html
3437,hh,005290,诺德新盛灵活配置混合A,2021-06-25,1.6216,1.6216,1.52,2.51,6.69,17.13,8.64,11.77,92.54,74.31,5.52,62.16,0.15%,http://fund.eastmoney.com/005290.html
1873,hh,006533,易方达科融混合,2021-06-25,2.3982,2.3982,1.22,4.5,6.68,23.31,18.55,40.2,141.83,,14.85,139.82,0.15%,http://fund.eastmoney.com/006533.html
2600,hh,002179,华安事件驱动量化策略混合,2021-06-25,1.708,1.708,1.55,3.33,6.68,31.49,15.88,48.39,100.71,103.82,14.02,70.8,0.15%,http://fund.eastmoney.com/002179.html
462,gp,007386,浙商中证500指数增强C,2021-06-25,1.6801,1.6801,1.14,3.29,6.68,16.29,20.14,46.41,88.67,,18.21,71.51,0.00%,http://fund.eastmoney.com/007386.html
2111,hh,240010,华宝行业精选混合,2021-06-25,1.9446,1.9446,0.62,3.99,6.67,14.25,13.92,35.49,85.25,48.64,11.91,94.46,0.15%,http://fund.eastmoney.com/240010.html
3322,hh,007356,汇添富科技创新混合C,2021-06-25,2.322,2.322,1.15,2.61,6.67,20.49,17.52,47.92,130.68,,10.43,132.2,0.00%,http://fund.eastmoney.com/007356.html
2823,hh,010611,万家战略发展产业混合A,2021-06-25,1.1057,1.1057,1.24,3.11,6.66,15.96,,,,,,10.57,0.15%,http://fund.eastmoney.com/010611.html
4254,hh,009856,中加新兴成长混合C,2021-06-25,1.3578,1.3578,1.44,1.59,6.66,29.77,25.52,,,,21.07,35.78,0.00%,http://fund.eastmoney.com/009856.html
1640,hh,007203,银河新动能混合,2021-06-25,2.1231,2.1231,1.79,5.8,6.66,21.52,6.97,44.56,,,5.58,112.31,0.15%,http://fund.eastmoney.com/007203.html
2588,hh,004234,中欧数据挖掘混合C,2021-06-25,2.0993,2.0993,1.35,3.35,6.65,15.18,14.73,38.1,112.46,127.37,11.86,113.13,0.00%,http://fund.eastmoney.com/004234.html
2648,hh,001220,民生加银研究精选混合,2021-06-25,1.763,1.763,1.09,3.28,6.65,23.11,9.23,55.6,143.51,137.28,5.76,76.3,0.15%,http://fund.eastmoney.com/001220.html
3282,hh,050009,博时新兴成长混合,2021-06-25,1.315,5.504,1.54,2.65,6.65,20.53,6.65,32.03,114.87,122.5,0.0,56.87,0.15%,http://fund.eastmoney.com/050009.html
1907,hh,011357,华泰柏瑞品质成长混合A,2021-06-25,1.1408,1.1408,3.26,4.43,6.64,14.52,,,,,,14.08,0.15%,http://fund.eastmoney.com/011357.html
1880,hh,002620,中邮未来新蓝筹混合,2021-06-25,2.989,2.989,0.67,4.47,6.64,15.23,6.03,39.67,127.65,172.72,0.91,198.9,0.15%,http://fund.eastmoney.com/002620.html
245,gp,001397,建信精工制造指数增强,2021-06-25,1.9718,1.9718,1.51,3.77,6.62,17.59,13.78,44.85,94.3,97.79,11.14,97.18,0.15%,http://fund.eastmoney.com/001397.html
2837,hh,010612,万家战略发展产业混合C,2021-06-25,1.1032,1.1032,1.23,3.1,6.61,15.8,,,,,,10.32,0.00%,http://fund.eastmoney.com/010612.html
3096,hh,006049,恒越研究精选混合A/B,2021-06-25,2.7407,2.7407,1.14,2.83,6.61,35.19,35.81,116.76,161.22,,30.0,174.07,0.15%,http://fund.eastmoney.com/006049.html
1975,hh,010792,华安成长先锋混合A,2021-06-25,1.1095,1.1095,1.02,4.27,6.6,13.16,,,,,,10.95,0.15%,http://fund.eastmoney.com/010792.html
2871,hh,009380,富安达科技领航混合,2021-06-25,1.1517,1.1517,1.66,3.06,6.6,22.4,1.3,15.17,,,1.26,15.17,0.15%,http://fund.eastmoney.com/009380.html
3097,hh,007192,恒越研究精选混合C,2021-06-25,2.7295,2.7295,1.15,2.83,6.6,35.12,35.68,116.34,159.78,,29.88,138.09,0.00%,http://fund.eastmoney.com/007192.html
1825,hh,003032,平安医疗健康混合,2021-06-25,2.5981,2.5981,3.05,4.65,6.59,31.84,21.47,42.7,163.07,147.32,19.86,159.78,0.15%,http://fund.eastmoney.com/003032.html
2826,hh,002943,广发多因子混合,2021-06-25,3.0243,3.2646,1.74,3.1,6.59,25.4,48.64,103.91,183.78,210.09,49.25,242.46,0.15%,http://fund.eastmoney.com/002943.html
2281,hh,001229,德邦福鑫灵活配置混合A,2021-06-25,1.8585,1.8585,1.61,3.75,6.58,24.28,20.4,66.76,94.06,62.29,16.64,85.85,0.15%,http://fund.eastmoney.com/001229.html
1911,hh,011358,华泰柏瑞品质成长混合C,2021-06-25,1.139,1.139,3.25,4.42,6.58,14.36,,,,,,13.9,0.00%,http://fund.eastmoney.com/011358.html
2936,hh,660015,农银行业轮动混合,2021-06-25,6.2212,6.3212,1.49,2.97,6.55,19.77,12.71,46.55,130.0,111.74,8.97,573.29,0.15%,http://fund.eastmoney.com/660015.html
2282,hh,002106,德邦福鑫灵活配置混合C,2021-06-25,1.826,1.826,1.61,3.75,6.55,24.2,20.25,66.33,92.98,61.29,16.5,79.39,0.00%,http://fund.eastmoney.com/002106.html
334,gp,004352,北信瑞丰研究精选,2021-06-25,1.6149,1.6149,1.7,3.53,6.54,12.41,7.83,33.79,70.31,69.37,5.65,61.49,0.15%,http://fund.eastmoney.com/004352.html
1979,hh,010793,华安成长先锋混合C,2021-06-25,1.1073,1.1073,1.02,4.26,6.54,12.98,,,,,,10.73,0.00%,http://fund.eastmoney.com/010793.html
4173,hh,006371,长安鑫盈混合A,2021-06-25,2.5616,2.5616,1.79,1.69,6.52,20.7,13.15,77.05,,,9.44,156.16,0.15%,http://fund.eastmoney.com/006371.html
1836,hh,006123,中融高股息混合A,2021-06-25,1.6311,1.6931,1.1,4.61,6.51,14.87,17.51,33.82,,,14.56,71.34,0.15%,http://fund.eastmoney.com/006123.html
3321,hh,005260,银华稳健增利灵活配置混合A,2021-06-25,1.6533,1.6533,2.06,2.61,6.51,24.94,19.91,45.14,96.89,89.88,17.69,65.31,0.15%,http://fund.eastmoney.com/005260.html
4021,hh,002292,诺安益鑫灵活配置混合,2021-06-25,1.4281,1.4281,0.15,1.85,6.51,16.85,6.28,22.68,30.15,38.4,4.16,42.81,0.15%,http://fund.eastmoney.com/002292.html
1681,hh,001190,鹏华弘润混合A,2021-06-25,1.5099,1.5099,1.53,5.42,6.51,8.31,8.32,13.69,28.28,33.89,7.63,50.99,0.15%,http://fund.eastmoney.com/001190.html
2292,hh,008866,博时产业新趋势混合A,2021-06-25,1.2379,1.2379,1.25,3.74,6.51,14.14,4.91,22.26,,,2.34,23.79,0.15%,http://fund.eastmoney.com/008866.html
2934,hh,161038,富国新兴成长量化精选混合,2021-06-25,1.4982,1.4982,1.26,2.98,6.5,15.8,17.42,33.17,71.85,64.73,15.35,49.81,0.15%,http://fund.eastmoney.com/161038.html
588,gp,501311,嘉实港股通新经济指数A,2021-06-25,1.5553,1.5553,1.41,3.09,6.5,14.4,8.66,28.96,64.43,,4.85,55.53,0.10%,http://fund.eastmoney.com/501311.html
1621,hh,400032,东方主题精选混合,2021-06-25,1.6466,1.6466,0.14,5.94,6.49,18.06,22.55,84.02,191.43,167.91,17.97,64.66,0.15%,http://fund.eastmoney.com/400032.html
3335,hh,005261,银华稳健增利灵活配置混合C,2021-06-25,1.6365,1.6365,2.06,2.6,6.48,24.82,19.69,44.63,95.57,88.3,17.49,63.65,0.00%,http://fund.eastmoney.com/005261.html
2402,hh,005609,富国军工主题混合A,2021-06-25,2.0337,2.0337,0.36,3.59,6.48,15.95,2.49,60.37,131.44,129.82,-2.07,103.37,0.15%,http://fund.eastmoney.com/005609.html
2459,hh,860038,光大阳光智造混合B,2021-06-25,1.3417,2.4309,1.2,3.53,6.48,17.83,11.58,,,,8.13,34.71,0.15%,http://fund.eastmoney.com/860038.html
3378,hh,000924,宝盈先进制造混合A,2021-06-25,3.009,3.321,0.7,2.56,6.48,27.34,17.63,48.15,208.33,229.0,16.85,281.36,0.15%,http://fund.eastmoney.com/000924.html
587,gp,006614,嘉实港股通新经济指数C,2021-06-25,1.5401,1.5401,1.41,3.09,6.47,14.29,8.44,28.46,63.18,,4.66,54.01,0.00%,http://fund.eastmoney.com/006614.html
271,gp,006786,泰康港股通大消费指数A,2021-06-25,1.6909,1.6909,1.52,3.67,6.47,14.46,14.4,41.88,83.79,,9.5,69.09,0.10%,http://fund.eastmoney.com/006786.html
168,gp,161718,招商沪深300高贝塔,2021-06-25,1.2284,1.4212,1.98,4.2,6.47,13.45,3.55,19.35,38.58,50.23,0.17,39.2,0.10%,http://fund.eastmoney.com/161718.html
3380,hh,001275,中邮创新优势灵活配置混合,2021-06-25,1.201,1.201,0.33,2.56,6.47,14.38,7.52,23.81,54.37,53.97,4.8,20.1,0.15%,http://fund.eastmoney.com/001275.html
140,gp,001113,南方大数据100A,2021-06-25,1.0998,1.0998,2.1,4.39,6.46,20.8,11.14,32.91,73.91,54.47,9.56,9.98,0.12%,http://fund.eastmoney.com/001113.html
2302,hh,008867,博时产业新趋势混合C,2021-06-25,1.2278,1.2278,1.25,3.73,6.46,13.97,4.59,21.53,,,2.04,22.78,0.00%,http://fund.eastmoney.com/008867.html
4195,hh,006372,长安鑫盈混合C,2021-06-25,2.5394,2.5394,1.79,1.67,6.45,20.46,12.71,75.65,,,9.02,153.94,0.00%,http://fund.eastmoney.com/006372.html
1683,hh,001191,鹏华弘润混合C,2021-06-25,1.4757,1.4757,1.53,5.41,6.45,8.18,8.13,13.31,27.47,32.74,7.43,47.57,0.15%,http://fund.eastmoney.com/001191.html
2464,hh,860039,光大阳光智造混合C,2021-06-25,1.3373,2.4246,1.21,3.52,6.45,17.72,11.37,,,,7.93,34.15,0.00%,http://fund.eastmoney.com/860039.html
1841,hh,006124,中融高股息混合C,2021-06-25,1.5941,1.6561,1.1,4.6,6.44,14.63,17.0,32.46,,,14.08,67.56,0.00%,http://fund.eastmoney.com/006124.html
2415,hh,011113,富国军工主题混合C,2021-06-25,2.0282,2.0282,0.35,3.58,6.43,15.78,,,,,-2.33,2.29,0.00%,http://fund.eastmoney.com/011113.html
277,gp,006787,泰康港股通大消费指数C,2021-06-25,1.676,1.676,1.51,3.66,6.43,14.34,14.18,41.32,82.33,,9.29,67.6,0.00%,http://fund.eastmoney.com/006787.html
3456,hh,000535,长盛航天海工装备灵活配置混合,2021-06-25,1.526,2.07,0.46,2.48,6.42,14.82,-0.04,57.01,74.7,75.88,-7.05,138.24,0.15%,http://fund.eastmoney.com/000535.html
3387,hh,007579,宝盈先进制造混合C,2021-06-25,2.966,3.171,0.71,2.56,6.42,27.13,17.19,46.98,,,16.45,190.83,0.00%,http://fund.eastmoney.com/007579.html
465,gp,502000,西部利得中证500指数增强A,2021-06-25,1.6869,1.08,1.9,3.28,6.42,18.24,18.52,52.51,99.57,115.77,15.76,15.4,0.10%,http://fund.eastmoney.com/502000.html
144,gp,004344,南方大数据100C,2021-06-25,1.082,1.082,2.09,4.38,6.42,20.68,10.91,32.37,72.54,52.65,9.36,19.39,0.00%,http://fund.eastmoney.com/004344.html
1849,hh,001037,国投瑞银锐意改革混合,2021-06-25,1.513,1.733,1.48,4.56,6.4,20.08,15.85,53.13,159.53,146.23,13.25,77.78,0.15%,http://fund.eastmoney.com/001037.html
1797,hh,002983,长信国防军工量化混合A,2021-06-25,1.4881,1.4881,0.4,4.76,6.4,15.51,0.53,54.13,103.68,121.44,-3.23,48.81,0.15%,http://fund.eastmoney.com/002983.html
474,gp,009300,西部利得中证500指数增强C,2021-06-25,1.6792,1.6792,1.91,3.27,6.39,18.12,18.29,51.92,,,15.54,80.44,0.00%,http://fund.eastmoney.com/009300.html
2647,hh,000928,中融国企改革混合,2021-06-25,2.047,2.047,1.74,3.28,6.39,18.32,10.59,48.87,110.81,112.56,7.17,104.7,0.15%,http://fund.eastmoney.com/000928.html
2050,hh,001448,华商双翼平衡混合,2021-06-25,1.433,1.433,1.49,4.14,6.38,21.65,13.28,37.52,26.93,26.48,10.57,43.3,0.12%,http://fund.eastmoney.com/001448.html
2210,hh,008518,弘毅远方经济新动力混合,2021-06-25,1.1777,1.1777,0.12,3.82,6.37,12.02,4.63,6.56,,,1.28,17.77,0.15%,http://fund.eastmoney.com/008518.html
1695,hh,002419,汇添富盈安灵活配置混合,2021-06-25,2.137,2.158,1.71,5.27,6.37,28.73,15.39,45.18,91.32,100.66,9.48,117.97,0.12%,http://fund.eastmoney.com/002419.html
111,gp,001685,汇添富沪港深新价值股票,2021-06-25,1.854,1.854,2.49,4.63,6.37,24.68,23.11,41.63,73.27,48.2,16.68,85.4,0.15%,http://fund.eastmoney.com/001685.html
2171,hh,000120,中银美丽中国混合,2021-06-25,2.57,2.605,1.26,3.88,6.37,10.59,3.34,39.83,98.61,105.76,1.3,165.8,0.15%,http://fund.eastmoney.com/000120.html
1801,hh,008960,长信国防军工量化混合C,2021-06-25,1.4807,1.4807,0.4,4.75,6.37,15.39,0.33,53.55,,,-3.41,55.06,0.00%,http://fund.eastmoney.com/008960.html
2120,hh,519133,海富通改革驱动混合,2021-06-25,2.69,3.135,1.51,3.98,6.37,14.18,15.65,57.66,195.65,219.36,13.89,251.61,0.15%,http://fund.eastmoney.com/519133.html
47,gp,010387,易方达医药生物股票A,2021-06-25,1.2015,1.2015,2.0,5.49,6.37,27.1,17.33,,,,16.58,20.15,0.15%,http://fund.eastmoney.com/010387.html
1255,gp,501023,鹏华香港中小企业指数LOF,2021-06-25,1.3144,1.3144,0.47,1.92,6.34,16.4,21.09,30.37,25.31,12.08,19.98,31.44,0.12%,http://fund.eastmoney.com/501023.html
49,gp,010388,易方达医药生物股票C,2021-06-25,1.1984,1.1984,2.0,5.47,6.34,26.98,17.1,,,,16.35,19.84,0.00%,http://fund.eastmoney.com/010388.html
1985,hh,009318,南方成长先锋混合A,2021-06-25,1.1889,1.1889,1.42,4.25,6.32,11.94,6.58,18.23,,,3.5,18.88,0.15%,http://fund.eastmoney.com/009318.html
150,gp,007474,华夏创成长ETF联接A,2021-06-25,2.6251,2.6251,2.83,4.3,6.32,33.47,25.33,63.0,,,19.94,162.51,0.12%,http://fund.eastmoney.com/007474.html
2907,hh,010237,安信创新先锋混合发起A,2021-06-25,1.0596,1.0596,1.15,3.02,6.3,18.64,9.02,,,,6.91,5.96,0.15%,http://fund.eastmoney.com/010237.html
2002,hh,450007,国富成长动力混合,2021-06-25,2.304,2.484,1.74,4.21,6.3,12.82,5.3,24.7,73.55,80.75,1.97,170.75,0.15%,http://fund.eastmoney.com/450007.html
5973,hh,000219,博时裕益混合,2021-06-25,2.515,2.767,-0.98,-1.18,6.3,16.49,22.56,40.35,105.98,112.24,20.62,209.18,0.15%,http://fund.eastmoney.com/000219.html
2147,hh,000591,中银健康生活混合,2021-06-25,2.382,2.382,1.19,3.93,6.29,9.27,0.08,28.13,70.02,77.5,-1.37,138.2,0.15%,http://fund.eastmoney.com/000591.html
153,gp,007475,华夏创成长ETF联接C,2021-06-25,2.6045,2.6045,2.83,4.29,6.29,33.34,25.08,62.34,,,19.71,160.45,0.00%,http://fund.eastmoney.com/007475.html
475,gp,160643,鹏华空天军工指数(LOF)A,2021-06-25,1.3923,1.3923,0.55,3.26,6.29,14.19,-6.13,47.68,74.32,83.58,-11.66,39.23,0.12%,http://fund.eastmoney.com/160643.html
479,gp,010364,鹏华空天军工指数(LOF)C,2021-06-25,1.117,1.117,0.55,3.26,6.28,14.15,-6.17,,,,-11.69,11.7,0.00%,http://fund.eastmoney.com/010364.html
1950,hh,005682,财通资管消费精选混合A,2021-06-25,2.4165,2.4165,2.18,4.33,6.28,26.52,11.52,29.37,135.5,171.98,11.31,141.65,0.15%,http://fund.eastmoney.com/005682.html
2411,hh,163807,中银优选灵活配置混合A,2021-06-25,1.6564,3.4041,1.06,3.58,6.27,14.67,11.45,51.6,147.28,156.02,8.66,490.59,0.15%,http://fund.eastmoney.com/163807.html
3015,hh,008037,兴银先锋成长混合A,2021-06-25,1.3663,1.3663,1.17,2.9,6.27,8.82,4.43,22.51,,,1.47,36.63,0.15%,http://fund.eastmoney.com/008037.html
1997,hh,009319,南方成长先锋混合C,2021-06-25,1.1815,1.1815,1.42,4.23,6.26,11.77,6.26,17.52,,,3.2,18.14,0.00%,http://fund.eastmoney.com/009319.html
1952,hh,011020,财通资管消费精选混合C,2021-06-25,1.166,1.166,2.17,4.33,6.26,26.46,11.44,,,,11.24,16.6,0.00%,http://fund.eastmoney.com/011020.html
3777,hh,519908,华夏兴华混合A,2021-06-25,3.274,7.78,1.96,2.12,6.26,24.44,11.47,54.87,109.07,112.6,5.82,227.4,0.15%,http://fund.eastmoney.com/519908.html
1641,hh,010922,朱雀匠心一年持有,2021-06-25,1.0139,1.0139,1.54,5.8,6.26,15.57,1.33,,,,0.95,1.39,1.50%,http://fund.eastmoney.com/010922.html
2911,hh,010238,安信创新先锋混合发起C,2021-06-25,1.0561,1.0561,1.15,3.01,6.26,18.49,8.74,,,,6.64,5.61,0.00%,http://fund.eastmoney.com/010238.html
2509,hh,001305,九泰天富改革混合A,2021-06-25,1.02,1.02,1.8,3.45,6.25,14.74,10.99,22.16,68.32,67.21,8.28,2.0,0.15%,http://fund.eastmoney.com/001305.html
2627,hh,001838,国投瑞银国家安全混合,2021-06-25,1.191,1.191,0.25,3.3,6.24,14.3,-4.03,60.3,78.03,77.5,-10.18,19.1,0.15%,http://fund.eastmoney.com/001838.html
1702,hh,000534,长盛高端装备混合,2021-06-25,3.525,3.525,-0.06,5.22,6.24,18.73,15.08,47.86,156.36,158.81,14.93,252.5,0.15%,http://fund.eastmoney.com/000534.html
1883,hh,009774,财通资管优选回报一年持有期混合,2021-06-25,1.0937,1.0937,2.11,4.47,6.24,22.82,9.1,,,,9.41,9.37,0.15%,http://fund.eastmoney.com/009774.html
880,gp,006930,泰康港股通TMT指数A,2021-06-25,1.1273,1.1273,1.19,2.68,6.23,8.4,14.83,11.28,21.61,,12.11,12.73,0.10%,http://fund.eastmoney.com/006930.html
2668,hh,001897,九泰久盛量化先锋混合A,2021-06-25,1.552,1.733,1.7,3.26,6.23,17.31,17.84,32.65,70.18,81.31,15.48,82.93,0.15%,http://fund.eastmoney.com/001897.html
1330,gp,001319,农银信息传媒股票,2021-06-25,1.2897,1.2897,0.66,1.67,6.23,16.8,3.67,12.85,100.73,95.77,0.42,28.97,0.15%,http://fund.eastmoney.com/001319.html
2266,hh,001127,中银宏观策略混合,2021-06-25,1.159,1.159,1.13,3.76,6.23,12.42,2.29,43.98,82.81,90.31,-0.09,15.9,0.15%,http://fund.eastmoney.com/001127.html
4541,hh,009950,财通资管均衡价值一年持有期混合,2021-06-25,1.1431,1.1431,1.38,1.27,6.23,18.85,14.23,,,,10.85,14.31,0.15%,http://fund.eastmoney.com/009950.html
2220,hh,010790,海富通均衡甄选混合A,2021-06-25,1.0557,1.0557,1.68,3.81,6.22,10.48,,,,,,5.57,0.15%,http://fund.eastmoney.com/010790.html
1951,hh,010155,长盛核心成长混合A,2021-06-25,1.2405,1.2405,1.66,4.33,6.22,23.72,13.67,,,,10.57,24.05,0.15%,http://fund.eastmoney.com/010155.html
2991,hh,002666,前海开源沪港深创新成长混合A,2021-06-25,1.657,1.737,1.47,2.92,6.22,14.91,9.66,12.19,32.56,36.58,8.16,77.68,0.15%,http://fund.eastmoney.com/002666.html
304,gp,008537,兴银研究精选股票A,2021-06-25,1.2245,1.2245,1.86,3.6,6.21,17.68,11.24,,,,7.32,22.45,0.15%,http://fund.eastmoney.com/008537.html
246,gp,001677,中银战略新兴产业股票A,2021-06-25,3.079,3.079,2.09,3.77,6.21,24.4,21.46,55.74,136.48,146.52,16.76,207.9,0.15%,http://fund.eastmoney.com/001677.html
40,gp,160919,大成产业升级股票(LOF),2021-06-25,2.601,4.587,1.01,5.69,6.21,12.26,10.82,47.28,115.14,128.36,9.33,145.58,0.15%,http://fund.eastmoney.com/160919.html
2036,hh,002630,江信瑞福灵活配置混合A,2021-06-25,1.5904,1.5904,0.35,4.16,6.21,13.25,12.59,56.24,71.19,83.42,10.74,59.04,0.06%,http://fund.eastmoney.com/002630.html
2182,hh,001449,华商双驱优选混合,2021-06-25,1.61,1.8,1.58,3.87,6.2,17.95,4.34,2.74,58.78,71.64,0.56,90.58,0.15%,http://fund.eastmoney.com/001449.html
1352,gp,005328,前海开源价值策略股票,2021-06-25,1.6593,1.6593,1.08,1.6,6.2,18.16,12.66,37.53,92.14,98.74,9.63,65.93,0.15%,http://fund.eastmoney.com/005328.html
3043,hh,008038,兴银先锋成长混合C,2021-06-25,1.3443,1.3443,1.17,2.88,6.19,8.59,3.99,21.51,,,1.07,34.43,0.00%,http://fund.eastmoney.com/008038.html
886,gp,006931,泰康港股通TMT指数C,2021-06-25,1.1173,1.1173,1.2,2.67,6.19,8.3,14.59,10.83,20.63,,11.9,11.73,0.00%,http://fund.eastmoney.com/006931.html
1237,gp,162413,华宝中证1000指数,2021-06-25,1.0501,0.4348,0.39,1.98,6.19,13.54,7.22,12.5,33.95,31.4,6.08,-56.06,0.10%,http://fund.eastmoney.com/162413.html
1992,hh,008415,国泰大制造两年持有期混合,2021-06-25,1.3057,1.3057,0.58,4.24,6.19,13.77,11.78,26.5,,,10.42,30.57,0.15%,http://fund.eastmoney.com/008415.html
1796,hh,005904,华泰保兴成长优选A,2021-06-25,2.6078,2.6078,2.11,4.76,6.18,11.02,9.5,43.64,132.44,163.31,7.02,160.75,0.15%,http://fund.eastmoney.com/005904.html
2749,hh,009368,浦银安盛价值精选混合A,2021-06-25,1.3369,1.3369,1.12,3.19,6.18,22.23,20.35,,,,14.88,33.69,0.15%,http://fund.eastmoney.com/009368.html
2649,hh,004510,九泰久盛量化先锋混合C,2021-06-25,1.513,1.694,1.68,3.28,6.18,17.11,17.47,31.57,67.55,77.17,15.06,68.88,0.00%,http://fund.eastmoney.com/004510.html
