,fund_type,code,name,today,net_value,accumulative_value,rate_day,rate_recent_week,rate_recent_month,rate_recent_3month,rate_recent_6month,rate_recent_year,rate_recent_2year,rate_recent_3year,rate_from_this_year,rate_from_begin,rate_buy,url
185,gp,005826,华夏潜龙精选股票,2021-06-25,2.4251,2.4251,0.08,4.08,9.46,18.77,17.57,56.23,97.11,,11.23,142.51,0.15%,http://fund.eastmoney.com/005826.html
3411,hh,001809,中信建投智信物联网A,2021-06-25,2.119,2.119,1.53,2.53,2.42,18.76,7.89,23.89,134.53,140.09,1.9,111.9,0.15%,http://fund.eastmoney.com/001809.html
3475,hh,040005,华安宏利混合,2021-06-25,8.1491,8.7691,1.13,2.47,5.1,18.75,14.73,43.13,72.94,121.79,10.25,935.49,0.15%,http://fund.eastmoney.com/040005.html
2985,hh,002955,融通新趋势灵活配置混合,2021-06-25,2.21,2.21,1.38,2.93,5.64,18.75,12.35,47.63,146.65,164.99,8.44,121.0,0.15%,http://fund.eastmoney.com/002955.html
2700,hh,006719,国融融盛龙头严选混合C,2021-06-25,1.9398,1.9898,2.35,3.24,-0.05,18.74,16.69,51.72,100.17,,13.91,101.69,0.00%,http://fund.eastmoney.com/006719.html
340,gp,000996,中银新动力股票,2021-06-25,1.476,1.476,1.44,3.51,-2.77,18.74,11.31,40.44,146.82,133.54,6.11,47.6,0.15%,http://fund.eastmoney.com/000996.html
729,gp,001043,工银美丽城镇股票A,2021-06-25,2.877,2.877,1.41,2.9,0.21,18.74,18.98,69.83,140.75,177.17,15.64,187.7,0.15%,http://fund.eastmoney.com/001043.html
1702,hh,000534,长盛高端装备混合,2021-06-25,3.525,3.525,-0.06,5.22,6.24,18.73,15.08,47.86,156.36,158.81,14.93,252.5,0.15%,http://fund.eastmoney.com/000534.html
2203,hh,000969,前海开源大安全混合,2021-06-25,2.225,2.225,1.6,3.83,-1.11,18.73,13.99,63.72,129.38,107.17,10.04,122.5,0.15%,http://fund.eastmoney.com/000969.html
1505,gp,006502,财通集成电路产业股票A,2021-06-25,2.2122,2.2122,0.27,0.47,6.17,18.72,16.3,26.8,133.75,,14.62,121.22,0.15%,http://fund.eastmoney.com/006502.html
4262,hh,006408,汇添富消费升级混合,2021-06-25,2.8747,2.8747,1.3,1.58,1.17,18.71,21.63,58.79,143.66,,15.17,187.47,0.15%,http://fund.eastmoney.com/006408.html
4569,hh,011307,富国天益价值混合C,2021-06-25,3.2236,3.2236,1.83,1.24,-1.25,18.71,,,,,,5.24,0.00%,http://fund.eastmoney.com/011307.html
2185,hh,005090,嘉合睿金混合发起式A,2021-06-25,1.8607,2.1307,1.67,3.87,6.99,18.7,8.96,43.05,111.19,116.31,9.83,116.66,0.15%,http://fund.eastmoney.com/005090.html
2335,hh,001839,九泰久兴灵活配置混合,2021-06-25,1.555,1.758,1.7,3.67,7.02,18.7,15.01,32.12,83.98,94.89,12.84,86.17,0.15%,http://fund.eastmoney.com/001839.html
2867,hh,005482,博时创新驱动混合A,2021-06-25,1.3527,1.3527,-0.12,3.06,9.85,18.7,-7.1,1.61,43.55,38.21,-7.48,35.27,0.15%,http://fund.eastmoney.com/005482.html
2608,hh,004320,前海开源沪港深乐享生活,2021-06-25,1.8037,1.8037,3.8,3.32,0.53,18.7,12.49,45.68,67.38,71.42,8.95,80.37,0.15%,http://fund.eastmoney.com/004320.html
4614,hh,008526,华泰柏瑞行业精选A,2021-06-25,1.3922,1.3922,2.58,1.19,2.0,18.69,7.96,32.69,,,4.21,39.22,0.15%,http://fund.eastmoney.com/008526.html
740,gp,010013,易方达信息行业精选股票,2021-06-25,1.0921,1.0921,1.7,2.89,7.05,18.67,6.66,,,,3.88,9.21,0.15%,http://fund.eastmoney.com/010013.html
3547,hh,006759,银河乐活优萃混合,2021-06-25,2.0478,2.0478,2.37,2.4,-3.92,18.66,15.4,27.97,103.98,,10.4,104.78,0.15%,http://fund.eastmoney.com/006759.html
43,gp,011149,创金合信ESG责任投资股票A,2021-06-25,1.0932,1.0932,1.02,5.59,13.05,18.66,,,,,8.86,9.32,0.15%,http://fund.eastmoney.com/011149.html
2635,hh,110013,易方达科翔混合,2021-06-25,5.305,11.826,1.67,3.29,0.89,18.65,12.54,31.4,135.89,144.14,9.69,792.39,0.15%,http://fund.eastmoney.com/110013.html
3421,hh,004636,中信建投智信物联网C,2021-06-25,2.187,2.187,1.53,2.52,2.38,18.65,7.68,23.39,132.71,137.28,1.71,118.7,0.00%,http://fund.eastmoney.com/004636.html
1748,hh,005876,易方达鑫转增利混合A,2021-06-25,1.839,1.839,0.53,4.96,9.48,18.65,12.16,46.42,83.39,,10.63,83.9,0.10%,http://fund.eastmoney.com/005876.html
2907,hh,010237,安信创新先锋混合发起A,2021-06-25,1.0596,1.0596,1.15,3.02,6.3,18.64,9.02,,,,6.91,5.96,0.15%,http://fund.eastmoney.com/010237.html
2097,hh,006992,嘉合锦创优势精选混合,2021-06-25,1.8844,1.8844,0.96,4.04,8.86,18.63,12.74,41.02,86.59,,13.01,88.44,0.15%,http://fund.eastmoney.com/006992.html
463,gp,008551,东财医药A,2021-06-25,1.5464,1.5464,2.1,3.29,-0.38,18.63,13.64,34.12,,,13.07,54.64,0.10%,http://fund.eastmoney.com/008551.html
2652,hh,007349,华夏科技创新混合A,2021-06-25,2.5691,2.5691,2.16,3.28,4.29,18.63,12.76,41.45,155.84,,7.06,156.91,0.15%,http://fund.eastmoney.com/007349.html
732,gp,011478,工银美丽城镇股票C,2021-06-25,2.874,2.874,1.41,2.9,0.21,18.61,,,,,,1.2,0.00%,http://fund.eastmoney.com/011478.html
4615,hh,008527,华泰柏瑞行业精选C,2021-06-25,1.3881,1.3881,2.58,1.19,1.98,18.61,7.82,32.36,,,4.08,38.81,0.00%,http://fund.eastmoney.com/008527.html
3993,hh,009958,长安鑫悦消费混合A,2021-06-25,1.3027,1.3027,2.26,1.9,3.88,18.6,12.3,,,,6.12,30.27,0.15%,http://fund.eastmoney.com/009958.html
4115,hh,007152,诺德策略精选,2021-06-25,1.6734,1.6734,1.62,1.76,1.08,18.57,17.51,35.12,67.47,,15.67,67.34,0.15%,http://fund.eastmoney.com/007152.html
1893,hh,200015,长城优化升级混合,2021-06-25,4.0014,4.1164,1.16,4.45,7.56,18.56,17.38,36.4,117.95,140.96,13.81,347.79,0.15%,http://fund.eastmoney.com/200015.html
1718,hh,002563,泓德泓汇混合,2021-06-25,2.8864,2.8864,1.82,5.11,3.81,18.55,12.13,50.73,152.75,162.4,10.06,188.64,0.15%,http://fund.eastmoney.com/002563.html
456,gp,008552,东财医药C,2021-06-25,1.5418,1.5418,2.1,3.3,-0.39,18.55,13.5,33.79,,,12.94,54.18,0.00%,http://fund.eastmoney.com/008552.html
1295,gp,008928,泰达消费红利指数A,2021-06-25,1.696,1.696,0.53,1.81,-0.42,18.54,11.22,49.81,,,9.08,69.6,0.12%,http://fund.eastmoney.com/008928.html
4114,hh,006590,南方新优享灵活配置混合C,2021-06-25,5.505,5.505,1.55,1.76,1.03,18.54,7.92,44.45,131.01,,5.08,166.07,0.00%,http://fund.eastmoney.com/006590.html
4063,hh,010550,华商双擎领航混合,2021-06-25,1.0046,1.0046,1.66,1.81,1.7,18.54,0.17,,,,-1.21,0.46,0.15%,http://fund.eastmoney.com/010550.html
2822,hh,630011,华商主题精选混合,2021-06-25,2.252,3.152,0.72,3.11,9.32,18.53,8.01,39.27,92.97,114.89,3.54,240.84,0.15%,http://fund.eastmoney.com/630011.html
1594,hh,519005,海富通股票混合,2021-06-25,1.177,3.126,1.55,6.42,13.39,18.53,4.44,3.61,88.92,100.85,-1.26,405.84,0.15%,http://fund.eastmoney.com/519005.html
435,gp,002861,工银智能制造股票,2021-06-25,1.92,1.92,0.73,3.34,1.91,18.52,10.66,44.69,144.27,144.27,6.43,92.0,0.15%,http://fund.eastmoney.com/002861.html
3847,hh,519773,交银数据产业灵活配置混合,2021-06-25,2.182,2.182,0.97,2.06,1.16,18.52,8.45,29.19,159.14,203.9,5.87,118.2,0.15%,http://fund.eastmoney.com/519773.html
44,gp,011150,创金合信ESG责任投资股票C,2021-06-25,1.0905,1.0905,1.01,5.59,13.01,18.51,,,,,8.6,9.05,0.00%,http://fund.eastmoney.com/011150.html
4104,hh,001053,南方创新经济,2021-06-25,2.996,2.996,1.56,1.77,1.18,18.51,6.73,46.22,149.46,145.37,3.78,199.6,0.15%,http://fund.eastmoney.com/001053.html
699,gp,009613,上银中证500指数增强型A,2021-06-25,1.1221,1.1221,0.84,2.95,8.53,18.5,22.62,,,,20.69,12.21,0.12%,http://fund.eastmoney.com/009613.html
469,gp,010495,创金合信创新驱动股票A,2021-06-25,1.0589,1.0589,0.57,3.28,9.99,18.5,,,,,5.92,5.89,0.15%,http://fund.eastmoney.com/010495.html
2079,hh,160314,华夏行业混合(LOF),2021-06-25,1.788,8.947,1.25,4.07,5.18,18.49,4.99,27.62,86.25,83.95,1.48,180.73,0.15%,http://fund.eastmoney.com/160314.html
5968,hh,005265,博时厚泽回报混合A,2021-06-25,1.8123,2.0268,-1.11,-1.12,9.45,18.49,24.05,44.22,115.09,118.83,22.16,106.62,0.15%,http://fund.eastmoney.com/005265.html
2911,hh,010238,安信创新先锋混合发起C,2021-06-25,1.0561,1.0561,1.15,3.01,6.26,18.49,8.74,,,,6.64,5.61,0.00%,http://fund.eastmoney.com/010238.html
2192,hh,090009,大成行业轮动混合,2021-06-25,3.319,3.319,0.97,3.85,5.0,18.49,11.45,47.58,127.02,123.5,8.01,231.9,0.15%,http://fund.eastmoney.com/090009.html
1294,gp,008929,泰达消费红利指数C,2021-06-25,1.6908,1.6908,0.53,1.81,-0.44,18.47,11.08,49.44,,,8.94,69.08,0.00%,http://fund.eastmoney.com/008929.html
2884,hh,005483,博时创新驱动混合C,2021-06-25,1.3162,1.3162,-0.12,3.04,9.78,18.47,-7.47,0.8,41.27,34.94,-7.84,31.62,0.00%,http://fund.eastmoney.com/005483.html
1506,gp,006503,财通集成电路产业股票C,2021-06-25,2.1671,2.1671,0.26,0.45,6.1,18.47,15.83,25.78,130.03,,14.17,116.71,0.00%,http://fund.eastmoney.com/006503.html
2193,hh,005091,嘉合睿金混合发起式C,2021-06-25,1.8256,2.0906,1.67,3.85,6.91,18.46,8.52,41.91,107.61,111.78,9.4,112.05,0.00%,http://fund.eastmoney.com/005091.html
780,gp,501009,汇添富中证生物科技指数A,2021-06-25,2.6897,2.6897,1.73,2.81,-2.38,18.46,8.78,28.84,141.92,118.75,8.83,168.97,0.10%,http://fund.eastmoney.com/501009.html
1750,hh,005877,易方达鑫转增利混合C,2021-06-25,1.8087,1.8087,0.53,4.94,9.41,18.46,11.82,45.53,81.21,,10.31,80.87,0.00%,http://fund.eastmoney.com/005877.html
2135,hh,005689,中银医疗保健混合A,2021-06-25,3.4011,3.4291,1.63,3.96,0.05,18.46,17.51,42.47,202.19,248.4,16.29,248.58,0.15%,http://fund.eastmoney.com/005689.html
678,gp,010955,天弘中证智能汽车指数发起式A,2021-06-25,0.9596,0.9596,0.16,2.97,9.13,18.45,,,,,,-4.04,0.10%,http://fund.eastmoney.com/010955.html
4000,hh,009959,长安鑫悦消费混合C,2021-06-25,1.2977,1.2977,2.26,1.89,3.84,18.45,12.03,,,,5.87,29.77,0.00%,http://fund.eastmoney.com/009959.html
1898,hh,011312,东方红启瑞三年持有混合B,2021-06-25,3.6946,3.6946,2.6,4.45,4.36,18.45,,,,,,17.1,1.50%,http://fund.eastmoney.com/011312.html
1328,gp,007472,华夏创蓝筹ETF联接A,2021-06-25,1.9556,1.9556,1.5,1.68,2.32,18.43,12.13,28.95,,,8.51,95.56,0.12%,http://fund.eastmoney.com/007472.html
3050,hh,011058,景顺长城成长龙头一年持有混合A,2021-06-25,1.1012,1.1012,0.36,2.88,7.75,18.43,,,,,,10.13,0.15%,http://fund.eastmoney.com/011058.html
3431,hh,010403,华商景气优选混合,2021-06-25,1.1394,1.1394,0.71,2.52,6.91,18.43,9.34,,,,6.86,13.94,0.15%,http://fund.eastmoney.com/010403.html
712,gp,009614,上银中证500指数增强型C,2021-06-25,1.1188,1.1188,0.83,2.94,8.51,18.42,22.45,,,,20.52,11.88,0.00%,http://fund.eastmoney.com/009614.html
3793,hh,050022,博时回报混合,2021-06-25,2.083,2.955,0.68,2.11,4.62,18.42,8.55,27.56,95.8,140.92,5.63,304.3,0.15%,http://fund.eastmoney.com/050022.html
2155,hh,008903,广发科技先锋混合,2021-06-25,1.583,1.583,2.65,3.92,2.23,18.42,4.58,28.45,,,2.85,58.3,0.15%,http://fund.eastmoney.com/008903.html
54,gp,011229,创金合信数字经济主题股票A,2021-06-25,1.2364,1.2364,-0.47,5.4,14.32,18.41,,,,,,23.64,0.15%,http://fund.eastmoney.com/011229.html
679,gp,010956,天弘中证智能汽车指数发起式C,2021-06-25,0.9588,0.9588,0.16,2.97,9.12,18.4,,,,,,-4.12,0.00%,http://fund.eastmoney.com/010956.html
2658,hh,007350,华夏科技创新混合C,2021-06-25,2.5591,2.5591,2.15,3.27,4.22,18.39,12.32,,,,6.65,155.91,0.00%,http://fund.eastmoney.com/007350.html
132,gp,009877,中银内核驱动股票A,2021-06-25,1.2856,1.2856,1.64,4.46,1.15,18.38,17.83,,,,11.51,28.56,0.15%,http://fund.eastmoney.com/009877.html
2321,hh,008311,圆信永丰优选价值A,2021-06-25,1.6871,1.6871,1.15,3.71,3.03,18.38,19.79,61.24,,,16.23,68.71,0.15%,http://fund.eastmoney.com/008311.html
3676,hh,008313,光大研究精选混合,2021-06-25,1.549,1.549,0.91,2.24,4.36,18.37,11.72,36.1,,,8.71,54.88,0.15%,http://fund.eastmoney.com/008313.html
3610,hh,009967,博时荣泰混合,2021-06-25,1.2333,1.2333,0.68,2.32,5.79,18.36,16.88,,,,14.61,23.33,0.15%,http://fund.eastmoney.com/009967.html
2142,hh,010159,中银医疗保健混合C,2021-06-25,3.3909,3.3909,1.63,3.95,0.01,18.36,17.28,,,,16.08,23.1,0.00%,http://fund.eastmoney.com/010159.html
2305,hh,673040,西部利得行业主题优选混合A,2021-06-25,1.87,1.87,1.25,3.72,3.77,18.35,17.31,26.1,59.56,72.51,14.58,87.0,0.12%,http://fund.eastmoney.com/673040.html
2290,hh,673043,西部利得行业主题优选混合C,2021-06-25,1.332,1.703,1.22,3.74,3.74,18.35,17.27,25.91,59.23,72.0,14.5,83.92,0.00%,http://fund.eastmoney.com/673043.html
789,gp,501010,汇添富中证生物科技指数C,2021-06-25,2.6813,2.6813,1.73,2.8,-2.42,18.34,8.56,28.32,140.22,117.9,8.62,168.13,0.00%,http://fund.eastmoney.com/501010.html
2647,hh,000928,中融国企改革混合,2021-06-25,2.047,2.047,1.74,3.28,6.39,18.32,10.59,48.87,110.81,112.56,7.17,104.7,0.15%,http://fund.eastmoney.com/000928.html
3007,hh,000878,中海医药健康产业精选混合A,2021-06-25,2.544,3.25,1.68,2.9,-0.11,18.32,11.62,29.21,106.97,110.89,9.53,256.61,0.15%,http://fund.eastmoney.com/000878.html
3556,hh,009872,中欧责任投资混合A,2021-06-25,1.2343,1.2343,1.52,2.39,3.41,18.31,12.44,,,,10.18,23.43,0.15%,http://fund.eastmoney.com/009872.html
1327,gp,007473,华夏创蓝筹ETF联接C,2021-06-25,1.94,1.94,1.5,1.68,2.29,18.31,11.9,28.43,,,8.3,94.0,0.00%,http://fund.eastmoney.com/007473.html
5175,hh,001795,上投摩根文体休闲灵活配置混合,2021-06-25,1.4201,1.4201,0.7,0.75,4.23,18.3,12.9,8.57,75.54,55.88,9.25,42.01,0.15%,http://fund.eastmoney.com/001795.html
3670,hh,202002,南方稳健成长贰号混合,2021-06-25,0.6287,3.2109,1.75,2.24,1.73,18.29,9.37,34.25,111.13,98.69,7.23,446.12,0.20%,http://fund.eastmoney.com/202002.html
5745,hh,004930,华润元大价值优选A,2021-06-25,1.1114,1.1114,0.07,0.29,4.29,18.27,17.82,,,,13.41,11.14,0.15%,http://fund.eastmoney.com/004930.html
480,gp,010496,创金合信创新驱动股票C,2021-06-25,1.0548,1.0548,0.56,3.26,9.92,18.26,,,,,5.51,5.48,0.00%,http://fund.eastmoney.com/010496.html
2267,hh,210005,金鹰主题优势混合,2021-06-25,2.26,2.26,1.94,3.76,1.76,18.26,0.36,22.56,69.92,104.9,1.03,126.0,0.15%,http://fund.eastmoney.com/210005.html
55,gp,011230,创金合信数字经济主题股票C,2021-06-25,1.2337,1.2337,-0.48,5.39,14.27,18.25,,,,,,23.37,0.00%,http://fund.eastmoney.com/011230.html
2999,hh,001222,鹏华外延成长混合,2021-06-25,2.514,2.514,1.74,2.91,0.48,18.25,8.6,38.82,141.04,155.23,5.54,151.4,0.15%,http://fund.eastmoney.com/001222.html
465,gp,502000,西部利得中证500指数增强A,2021-06-25,1.6869,1.08,1.9,3.28,6.42,18.24,18.52,52.51,99.57,115.77,15.76,15.4,0.10%,http://fund.eastmoney.com/502000.html
3066,hh,011059,景顺长城成长龙头一年持有混合C,2021-06-25,1.0986,1.0986,0.36,2.86,7.68,18.24,,,,,,9.87,0.00%,http://fund.eastmoney.com/011059.html
3633,hh,202001,南方稳健成长混合,2021-06-25,2.5701,4.5451,1.75,2.28,1.71,18.23,8.93,33.46,110.51,98.14,6.85,891.89,0.16%,http://fund.eastmoney.com/202001.html
1908,hh,213003,宝盈策略增长混合,2021-06-25,1.2953,2.3173,0.4,4.42,6.03,18.22,2.01,14.62,75.93,68.02,-0.62,178.25,0.15%,http://fund.eastmoney.com/213003.html
2552,hh,002542,长城久鼎混合,2021-06-25,2.5971,2.5971,0.72,3.39,4.58,18.22,10.93,44.56,143.77,149.51,6.85,159.71,0.15%,http://fund.eastmoney.com/002542.html
2197,hh,360007,光大优势配置混合,2021-06-25,1.1049,1.5641,1.61,3.84,4.84,18.21,1.71,13.61,28.45,13.9,0.38,64.84,0.15%,http://fund.eastmoney.com/360007.html
2472,hh,001985,富国低碳新经济混合A,2021-06-25,3.077,3.357,1.15,3.5,3.29,18.21,7.55,42.14,140.01,174.6,4.98,242.98,0.15%,http://fund.eastmoney.com/001985.html
476,gp,007815,嘉实新兴科技100ETF联接A,2021-06-25,1.458,1.458,0.39,3.26,3.66,18.21,9.87,12.88,,,6.55,45.79,0.12%,http://fund.eastmoney.com/007815.html
2108,hh,006720,平安核心优势混合A,2021-06-25,2.6104,2.6104,0.87,4.0,4.02,18.21,20.44,55.73,162.22,,16.32,161.04,0.15%,http://fund.eastmoney.com/006720.html
2725,hh,070010,嘉实主题混合,2021-06-25,2.601,4.254,1.84,3.21,1.32,18.17,13.54,52.3,114.11,109.54,8.31,593.51,0.15%,http://fund.eastmoney.com/070010.html
591,gp,090012,大成深证成长40ETF联接,2021-06-25,1.639,1.639,1.42,3.08,1.05,18.17,8.83,19.46,109.86,85.62,6.98,63.9,0.12%,http://fund.eastmoney.com/090012.html
3347,hh,163805,中银策略混合,2021-06-25,1.5779,3.425,2.1,2.59,-0.4,18.16,16.43,49.84,120.53,117.82,12.22,511.18,0.15%,http://fund.eastmoney.com/163805.html
1352,gp,005328,前海开源价值策略股票,2021-06-25,1.6593,1.6593,1.08,1.6,6.2,18.16,12.66,37.53,92.14,98.74,9.63,65.93,0.15%,http://fund.eastmoney.com/005328.html
5970,hh,005266,博时厚泽回报混合C,2021-06-25,1.7683,1.9701,-1.12,-1.13,9.38,18.16,23.45,42.96,111.51,113.49,21.59,100.6,0.00%,http://fund.eastmoney.com/005266.html
407,gp,585001,东吴中证新兴指数,2021-06-25,1.8847,1.8847,1.28,3.38,4.72,18.16,10.6,38.44,88.47,76.47,7.78,88.47,0.12%,http://fund.eastmoney.com/585001.html
483,gp,007816,嘉实新兴科技100ETF联接C,2021-06-25,1.4531,1.4531,0.38,3.25,3.64,18.15,9.76,12.65,,,6.45,45.3,0.00%,http://fund.eastmoney.com/007816.html
2453,hh,004917,中银证券祥瑞混合A,2021-06-25,1.2438,1.2438,1.6,3.53,1.24,18.14,2.55,10.34,33.06,38.0,2.29,24.38,0.10%,http://fund.eastmoney.com/004917.html
4514,hh,008602,方正富邦新兴成长混合A,2021-06-25,1.2386,1.2386,1.21,1.29,2.04,18.13,15.25,,,,11.81,23.86,0.15%,http://fund.eastmoney.com/008602.html
1589,hh,008082,国寿安保研究精选混合A,2021-06-25,1.6892,1.6892,1.47,6.47,8.61,18.13,19.91,48.24,,,18.78,68.92,0.15%,http://fund.eastmoney.com/008082.html
1821,hh,002259,鹏华健康环保混合,2021-06-25,2.802,2.802,1.93,4.67,2.67,18.13,5.34,36.02,133.89,121.15,3.17,180.2,0.15%,http://fund.eastmoney.com/002259.html
474,gp,009300,西部利得中证500指数增强C,2021-06-25,1.6792,1.6792,1.91,3.27,6.39,18.12,18.29,51.92,,,15.54,80.44,0.00%,http://fund.eastmoney.com/009300.html
571,gp,001105,信达澳银转型创新股票,2021-06-25,1.284,1.284,1.82,3.13,5.94,18.12,9.18,43.14,87.45,85.82,4.22,28.4,0.15%,http://fund.eastmoney.com/001105.html
1817,hh,470098,汇添富逆向投资混合,2021-06-25,4.165,4.734,0.97,4.7,8.07,18.12,19.51,71.97,128.97,120.25,17.26,483.44,0.15%,http://fund.eastmoney.com/470098.html
2329,hh,008312,圆信永丰优选价值C,2021-06-25,1.6626,1.6626,1.14,3.69,2.95,18.11,19.21,59.02,,,15.69,66.26,0.00%,http://fund.eastmoney.com/008312.html
2445,hh,004918,中银证券祥瑞混合C,2021-06-25,1.2197,1.2197,1.61,3.54,1.23,18.11,2.53,9.36,30.78,35.49,2.27,21.97,0.00%,http://fund.eastmoney.com/004918.html
2740,hh,160519,博时睿利事件驱动(LOF),2021-06-25,2.095,2.095,0.67,3.2,7.16,18.09,16.58,41.75,106.81,143.89,13.74,109.5,0.15%,http://fund.eastmoney.com/160519.html
897,gp,011610,华泰柏瑞科创板50ETF联接A,2021-06-25,1.1772,1.1772,1.92,2.65,11.7,18.09,,,,,,17.72,0.10%,http://fund.eastmoney.com/011610.html
1823,hh,000066,诺安鸿鑫混合,2021-06-25,1.9934,2.8134,1.29,4.66,8.27,18.08,25.36,55.41,81.07,90.39,22.09,181.34,0.15%,http://fund.eastmoney.com/000066.html
3565,hh,009873,中欧责任投资混合C,2021-06-25,1.2266,1.2266,1.51,2.38,3.34,18.08,12.0,,,,9.75,22.66,0.00%,http://fund.eastmoney.com/009873.html
2269,hh,001056,北信瑞丰健康生活,2021-06-25,1.49,1.49,-0.2,3.76,8.68,18.07,11.78,33.04,80.17,77.59,9.24,49.0,0.15%,http://fund.eastmoney.com/001056.html
2336,hh,002649,民生智造2025灵活配置混合,2021-06-25,2.4979,2.4979,1.63,3.67,0.59,18.06,10.07,64.9,142.44,150.59,7.48,149.79,0.15%,http://fund.eastmoney.com/002649.html
1621,hh,400032,东方主题精选混合,2021-06-25,1.6466,1.6466,0.14,5.94,6.49,18.06,22.55,84.02,191.43,167.91,17.97,64.66,0.15%,http://fund.eastmoney.com/400032.html
4526,hh,008603,方正富邦新兴成长混合C,2021-06-25,1.2484,1.2484,1.21,1.28,2.02,18.05,15.08,,,,11.64,24.84,0.00%,http://fund.eastmoney.com/008603.html
2401,hh,005136,华安幸福生活混合,2021-06-25,2.8795,2.8795,1.16,3.59,7.2,18.05,17.66,72.15,191.89,212.48,13.59,187.95,0.15%,http://fund.eastmoney.com/005136.html
3094,hh,001573,南方互联网+灵活配置混合,2021-06-25,1.819,2.014,0.39,2.83,5.33,18.04,8.34,23.49,123.1,127.15,9.05,112.62,0.15%,http://fund.eastmoney.com/001573.html
949,gp,005035,银华信息科技量化股票发起式A,2021-06-25,1.3606,1.3606,0.84,2.57,5.64,18.04,13.7,13.59,79.66,90.59,9.83,36.06,0.15%,http://fund.eastmoney.com/005035.html
1590,hh,008083,国寿安保研究精选混合C,2021-06-25,1.6818,1.6818,1.47,6.46,8.58,18.04,19.74,47.81,,,18.62,68.18,0.00%,http://fund.eastmoney.com/008083.html
5762,hh,004931,华润元大价值优选C,2021-06-25,1.1032,1.1032,0.06,0.26,4.21,18.03,17.34,,,,12.96,10.32,0.00%,http://fund.eastmoney.com/004931.html
2498,hh,011306,富国低碳新经济混合C,2021-06-25,3.07,3.07,1.12,3.47,3.23,18.03,,,,,,-2.26,0.00%,http://fund.eastmoney.com/011306.html
2425,hh,002340,富国价值优势混合,2021-06-25,3.922,3.922,1.76,3.56,2.54,18.03,22.07,71.87,196.67,220.42,19.14,292.2,0.15%,http://fund.eastmoney.com/002340.html
2380,hh,004250,银河量化优选混合,2021-06-25,2.0339,2.0339,-0.04,3.61,10.3,18.02,26.41,51.03,95.74,114.95,23.9,103.39,0.15%,http://fund.eastmoney.com/004250.html
2297,hh,240004,华宝动力组合,2021-06-25,2.4109,4.9209,1.88,3.73,3.1,18.01,8.1,27.1,89.25,95.75,7.04,1004.3,0.15%,http://fund.eastmoney.com/240004.html
2253,hh,002939,广发创新升级混合,2021-06-25,3.4841,3.5291,2.79,3.77,1.33,18.01,7.84,31.99,199.12,229.78,6.29,263.45,0.15%,http://fund.eastmoney.com/002939.html
902,gp,011611,华泰柏瑞科创板50ETF联接C,2021-06-25,1.1763,1.1763,1.92,2.64,11.68,18.01,,,,,,17.63,0.00%,http://fund.eastmoney.com/011611.html
3281,hh,160624,鹏华消费领先混合,2021-06-25,4.307,4.004,1.37,2.65,0.49,18.0,7.59,37.52,147.96,137.82,3.36,330.7,0.15%,http://fund.eastmoney.com/160624.html
2848,hh,168002,国寿安保策略精选混合(LOF),2021-06-25,2.4329,2.4829,0.53,3.08,9.59,18.0,-2.4,43.58,125.92,163.21,-2.75,155.02,0.15%,http://fund.eastmoney.com/168002.html
2731,hh,000939,中银研究精选灵活配置混合A,2021-06-25,1.19,2.115,1.36,3.21,-1.65,17.99,13.28,49.76,185.36,183.39,8.27,151.45,0.15%,http://fund.eastmoney.com/000939.html
3058,hh,000879,中海医药健康产业精选混合C,2021-06-25,2.388,3.094,1.66,2.87,-0.24,17.99,11.05,27.9,102.89,107.1,8.99,239.84,0.00%,http://fund.eastmoney.com/000879.html
3344,hh,000117,广发轮动配置混合,2021-06-25,3.727,3.727,2.11,2.59,-1.01,17.98,9.84,47.84,121.45,153.54,5.31,272.7,0.15%,http://fund.eastmoney.com/000117.html
2114,hh,006721,平安核心优势混合C,2021-06-25,2.5492,2.5492,0.87,3.99,3.96,17.97,19.97,54.51,157.89,,15.88,154.92,0.00%,http://fund.eastmoney.com/006721.html
1739,hh,006100,平安优势产业混合A,2021-06-25,2.4627,2.7177,0.84,5.01,4.39,17.96,17.03,39.17,112.05,,13.16,192.54,0.15%,http://fund.eastmoney.com/006100.html
2182,hh,001449,华商双驱优选混合,2021-06-25,1.61,1.8,1.58,3.87,6.2,17.95,4.34,2.74,58.78,71.64,0.56,90.58,0.15%,http://fund.eastmoney.com/001449.html
2249,hh,090001,大成价值增长混合,2021-06-25,1.2295,4.6748,0.98,3.77,3.44,17.95,16.34,41.03,96.54,82.66,13.83,1304.86,0.15%,http://fund.eastmoney.com/090001.html
3753,hh,002424,博时文体娱乐主题混合,2021-06-25,2.229,2.229,0.41,2.15,4.06,17.94,10.02,28.62,101.9,126.99,5.19,122.9,0.15%,http://fund.eastmoney.com/002424.html
2801,hh,000327,南方新蓝筹混合,2021-06-25,2.4851,2.4851,1.66,3.12,1.25,17.93,16.79,42.5,90.52,123.98,14.04,148.51,0.15%,http://fund.eastmoney.com/000327.html
3649,hh,006267,诺德量化核心A,2021-06-25,1.9859,2.0359,1.71,2.27,0.29,17.93,11.62,21.37,88.33,,7.48,107.93,0.15%,http://fund.eastmoney.com/006267.html
